id,name,type,category_tags,neighborhood,price_range,halal,cuisine,interest_tags,coordinates_lat,coordinates_lon,typical_duration_minutes,best_time_of_day,short_description,source_url,last_updated_ts
3ded35116468,Nihonbashi Kakigaracho Sugita,restaurant,Sushi,Suitengumae Sta.,4,unknown,Sushi,Sushi|Popular|Highly Rated,35.68193905872146,139.78492840437863,60,afternoon,"Edo-style sushi that conveys the essence of tradition. Authentic Edo-mae sushi showcasing evolving craftsmanship and meticulous attention to detail. Known for its difficulty in securing reservations, ""Nihonbashi Kakigara-cho Sugita"" is a sushi restaurant in Tokyo that earned its first Michelin star in the 2017 Tokyo guide. Not only is the quality ...Read moreof the sushi and appetizers exceptional, but the warm personality and attentive service of Takahiro Sugita also continue to charm visitors. Standing at the sushi counter, Sugita trained at the long-established ""Nihonbashi Kakigara-cho Miyakozushi,"" founded in the 20th year of the Meiji era. He selects high-quality fish daily from Tsukiji, including lightly marinated Omakase tuna and vinegared Amakusa kohada. He also incorporates traditional Edo-style techniques, using red vinegar and nikiri soy sauce to maintain authenticity. The menu consists solely of the ""Omakase Course,"" featuring a selection of appetizers and sushi. You'll be captivated by the exquisite melt-in-your-mouth sushi and the graceful, efficient movements of the sushi-making process.",https://tabelog.com/en/tokyo/A1302/A130204/13018162/,2025-12-22T21:56:36.887027
68df58da9ddf,Sushi Saitou,restaurant,Sushi,Roppongi Itchome Sta.,4,unknown,Sushi,Sushi|Popular|Highly Rated,35.66538543791217,139.73959728308142,60,afternoon,"Exquisite and meticulous craftsmanship meets passion in these gem-like sushi pieces. Immerse yourself in the delicate aftertaste of sushi recognized by the world. The sushi crafted by Chef Koji Saito is elegant and beautiful, bringing smiles to all who visit. Each piece is a delicate masterpiece made using simple techniques like simmering, steaming, pickling, a...Read morend grilling. The rice is made with larger grains of aged rice, seasoned only with red vinegar and salt. The temperature of the rice is adjusted to match the toppings, resulting in sushi that truly lives up to its reputation as the pinnacle of excellence.",https://tabelog.com/en/tokyo/A1308/A130802/13015251/,2025-12-22T21:56:40.117487
347015e1bd80,Higashiazabu Amamoto,restaurant,Sushi,Akabanebashi Sta.,4,unknown,Sushi,Sushi|Popular|Highly Rated,35.65731823791852,139.74345608299723,60,afternoon,"The Future of Modern Edomae Sushi: Honoring the Spirit of Renowned Restaurants with Exquisite Fish and Craftsmanship Masamichi Amano, who trained under the renowned Nagano Mitsuyasu at the famous restaurant ""Umi,"" has now opened his own establishment. With a refined eye for quality, strong relationships with supplie...Read morers, and skills that transcend traditional Edomae sushi, he brings a unique touch to both his craft and customer service. His dedication to sourcing and hospitality reflects the spirit of his mentor while showcasing his own brilliance as a sushi chef. Just six months after opening, he earned two Michelin stars in the Tokyo 2017 guide, marking a bright future for modern Edomae sushi right here in Higashi Azabu.",https://tabelog.com/en/tokyo/A1314/A131401/13196420/,2025-12-22T21:56:42.822231
f5da10aa8d91,Sushi Arai,restaurant,Sushi,Higashi Ginza Sta.,4,unknown,Sushi,Sushi|Popular|Highly Rated,35.66808093791782,139.76272298309246,60,afternoon,"Kyuubei: A New Generation of Ginza Sushi Focused on ""Nigiri,"" Established Independently at the Young Age of 33 After Working at Sushi Takumi. In 2015, ""Sushi Arai"" opened its doors in Ginza 8-chome, bringing a nostalgic atmosphere reminiscent of Showa-era sushi restaurants. The owner, Yuichi Arai, personally attends to each guest with care....Read more With refined techniques honed at renowned establishments like ""Ginza Kyubey"" and ""Sushi Takumi,"" his hospitality creates a warm and inviting environment, embodying the best of both worlds.One of the highlights is the tuna, which Arai prepares with great passion. Depending on the day's catch, he adjusts the knife techniques and the vinegar blend for the rice, showcasing his unique style. The sushi is not only delicate but also features generous portions of rice made from Toyama-grown Koshihikari, providing an overwhelming sense of satisfaction with each meal.As he continues to refine his craft in the competitive Ginza area, this young chef, who has learned from two prestigious restaurants, is definitely one to watch.",https://tabelog.com/en/tokyo/A1301/A130101/13188186/,2025-12-22T21:56:46.180053
4bc7d56ba55e,Sawada,restaurant,Sushi,Ginza Sta.,4,unknown,Sushi,Sushi|Popular|Highly Rated,35.670470398722486,139.76525328427655,60,afternoon,Awards: The Tabelog Award 2025 Gold winner The Tabelog Award 2025 Gold winner The Tabelog Award 2024 Silver winner The Tabelog Award 2024 Silver winner The.... Specializes in Sushi.,https://tabelog.com/en/tokyo/A1301/A130101/13001043/,2025-12-22T21:56:49.006617
aec2a54e0d14,Akasaka Raimon,restaurant,Yakiniku,Akasaka Mitsuke Sta.,4,unknown,Yakiniku,Yakiniku|Popular|Highly Rated,35.67687750870917,139.7362534443616,60,afternoon,"Awards: The Tabelog Award 2025 Silver winner The Tabelog Award 2025 Silver winner The Tabelog Award 2024 Silver winner The Tabelog Award 2024 Silver winner.... Specializes in Yakiniku (Japanese BBQ), Tripe.",https://tabelog.com/en/tokyo/A1308/A130801/13224635/,2025-12-22T21:56:59.721060
229e45485ecb,Yakiniku Jumbo Hanare,restaurant,Yakiniku,Hongo Sanchome Sta.,4,unknown,Yakiniku,Yakiniku|Popular|Highly Rated,35.70662123789326,139.7624365834819,60,afternoon,"A Must-Visit Meat Haven for Hungry Diners! Indulge in the Essence of Meat that Will Leave Foodies in Awe. As soon as you step inside, the sound and aroma of sizzling meat will ignite your appetite. At ""Yakiniku Jumbo Hanare,"" you can indulge in exquisite grilled meat. Each piece is cut like a work of art ...Read moreand served at the perfect thickness, depending on the marbling of the meat that day. The quality of the meat is exceptional, and the delicious sauce that enhances its flavor is truly impressive. Be sure to come with an empty stomach and prepare to satisfy your taste buds with a sensational experience.",https://tabelog.com/en/tokyo/A1310/A131004/13160962/,2025-12-22T21:57:01.313472
55edc81fee71,Sumiyaki Kinryusan,restaurant,Yakiniku,Shirokane Takanawa Sta.,4,unknown,Yakiniku,Yakiniku|Popular|Highly Rated,35.645338658826475,139.72831329100052,60,afternoon,Awards: The Tabelog Award 2025 Bronze winner The Tabelog Award 2025 Bronze winner The Tabelog Award 2024 Bronze winner The Tabelog Award 2024 Bronze winner.... Specializes in Yakiniku (Japanese BBQ).,https://tabelog.com/en/tokyo/A1316/A131602/13001625/,2025-12-22T21:57:03.989095
3d1d8290b095,YORONIKU TOKYO AZABUDAI HILLS,restaurant,Yakiniku,Kamiyacho Sta.,4,unknown,Yakiniku,Yakiniku|Popular|Highly Rated,35.6611653287206,139.7407919641997,60,afternoon,"A meat kaiseki that transcends the norms of yakiniku and explores the possibilities of Wagyu. Introducing ""Yoroniku,"" a restaurant that continues to create new value in Tokyo's yakiniku scene. The third location in Azabudai, following Minami Aoyama and Ebisu, features its first-ever fully priv...Read moreate rooms. Indulge in a stunning course that includes thinly sliced Chateaubriand grilled rare over low heat, and sukiyaki infused with the aroma of truffles from whipped egg yolk. From sashimi and soup dishes to grilled items that highlight the unique textures and flavors of each cut, the skillful presentation reveals the untapped allure of Wagyu beef.",https://tabelog.com/en/tokyo/A1307/A130701/13291424/,2025-12-22T21:57:06.917377
7ae9701b0a94,Stamina En,restaurant,Yakiniku,Nishiaraidaishi Nishi Sta.,4,unknown,Yakiniku,Yakiniku|Popular|Highly Rated,35.779935037843494,139.75240888422948,60,afternoon,"For urgent requests, please check the website in the ""Notes"" section at the bottom of the page. No reservations! Expect a long wait! Welcome to ""Stamina-en,"" a renowned yakiniku restaurant that evokes the nostalgia of the Showa era and is a pride of Japan. It was ranked ""No. 1"" among all restaur...Read moreants in the Japanese version of the Zagat Survey (1999). Although it's not the easiest place to get to, this super popular spot always has a line. Since its establishment, the restaurant has maintained its meticulous preparation methods for the meat, which truly needs no seasoning other than their homemade sauce. Grilled on a small gas roaster, one bite will make you think, ""It was worth the wait.""",https://tabelog.com/en/tokyo/A1323/A132305/13003777/,2025-12-22T21:57:09.641428
d1567fc9d188,European Curry Tomato,restaurant,Curry,Ogikubo Sta.,3,unknown,Curry,Curry|Popular|Highly Rated,35.70247723785044,139.6197417835401,60,afternoon,"Experience a captivating blend of 36 enticing spices and rich sauces. Dive into the profound world of spices! The subtle aroma of spices and the deep brown color of the sauce create an inviting atmosphere. The ""Tomato"" curry is crafted with 36 types of spices, aromatic vegetables, and fond de veau, simmered f...Read moreor about 140 hours to achieve a flavor reminiscent of medicinal cuisine. The ""Wagyu Beef Java Curry,"" made with luxurious black wagyu beef, is especially popular, attracting fans from all over the country. Since its establishment in 1982, the unique taste that keeps the lines forming is something you must experience for yourself.",https://tabelog.com/en/tokyo/A1319/A131906/13001113/,2025-12-22T21:57:22.926228
3f2f61636f08,SPICY CURRY Roka,restaurant,Curry,Okubo Sta.,2,unknown,Curry,Curry|Popular|Highly Rated,35.69869924868305,139.69773308460904,60,afternoon,"Awards: Selected for Tabelog Curry TOKYO ""Tabelog 100"" 2024 Selected for Tabelog Curry TOKYO ""Tabelog 100"" 2024 受賞・選出歴 閉じる 百名店 選出歴 カレー 百名店 2024 選出店 食べログ カレ.... Specializes in Curry, Taiwanese.",https://tabelog.com/en/tokyo/A1304/A130404/13286023/,2025-12-22T21:57:26.357367
4fbd7ab84933,Kalpasi,restaurant,Curry,Chitose Funabashi Sta.,2,unknown,Curry,Curry|Popular|Highly Rated,35.64686103788858,139.6285747829721,60,afternoon,"A weekly one-course curry that spice lovers will drool over. Despite being a reservation-only restaurant with a non-public phone number and requiring bookings via LINE, ""Kalpasi"" is revered as a holy place among spice enthusiasts. It continues the tradition of ...Read moreoffering a weekly changing omakase menu, a style developed during its previous ""shared curry"" days in the Asakusa underground shopping area. Each month, a theme is chosen from the diverse spice cuisines of India, Sri Lanka, and Nepal, with dishes that excite and stimulate the palate changing weekly.",https://tabelog.com/en/tokyo/A1318/A131813/13202529/,2025-12-22T21:57:28.410835
b133ada18088,Tsuki to Kame,restaurant,Curry,Morishita Sta.,2,unknown,Curry,Curry|Popular|Highly Rated,35.687694822543456,139.7956607742768,60,afternoon,"Awards: Selected for Tabelog Curry TOKYO ""Tabelog 100"" 2024 Selected for Tabelog Curry TOKYO ""Tabelog 100"" 2024 Selected for Tabelog Curry TOKYO ""Tabelog 1.... Specializes in Indian curry.",https://tabelog.com/en/tokyo/A1312/A131201/13262828/,2025-12-22T21:57:30.394346
f44bf56d259f,SPICE POST,restaurant,Curry,Yoyogi Hachiman Sta.,2,unknown,Curry,Curry|Popular|Highly Rated,35.66901279869913,139.68902450431528,60,afternoon,"Awards: Selected for Tabelog Curry TOKYO ""Tabelog 100"" 2024 Selected for Tabelog Curry TOKYO ""Tabelog 100"" 2024 Selected for Tabelog Curry TOKYO ""Tabelog 1.... Specializes in Curry.",https://tabelog.com/en/tokyo/A1318/A131810/13210691/,2025-12-22T21:57:33.014337
410e7e37e5b5,Toritanaka,restaurant,Izakaya,Kanegafuchi Sta.,4,unknown,Izakaya,Izakaya|Popular|Highly Rated,35.73071023870151,139.819558374847,60,afternoon,"Sublime Sake Dishes Crafted by Masterful Chef Brothers Who Have Perfected Japanese Cuisine. Known as a famous restaurant in Kanegafuchi, ""Toritanaka"" has transformed into ""Shutei Tanaka,"" offering a more compact menu and pricing. The first part features a course meal with dishes and skewers,...Read more while the second part allows you to enjoy a la carte dishes and drinks. The elder brother prepares seasonal dishes with meticulous care and a passion for ingredients, reflecting the skills of a renowned establishment. Meanwhile, the younger brother specializes in flavorful yakitori made from fresh Kumano jidori chicken. Both offerings are sure to captivate anyone with their exceptional taste.",https://tabelog.com/en/tokyo/A1312/A131203/13285811/,2025-12-22T21:57:46.058855
1413909ab2e9,Shokudo Todaka,restaurant,Izakaya,Gotanda Sta.,4,unknown,Izakaya,Izakaya|Popular|Highly Rated,35.62488323793303,139.72428598268303,60,afternoon,"Awards: Selected for Tabelog izakaya EAST ""Tabelog 100"" 2025 Selected for Tabelog izakaya EAST ""Tabelog 100"" 2025 Selected for Tabelog Izakaya EAST ""Tabelo.... Specializes in Izakaya (Japanese style tavern), Creative, Japanese Cuisine.",https://tabelog.com/en/tokyo/A1316/A131603/13187669/,2025-12-22T21:57:47.683256
8a15cab7b1e3,Shutei Yuzawa,restaurant,Izakaya,Bakuroyokoyama Sta.,4,unknown,Izakaya,Izakaya|Popular|Highly Rated,35.691148458715155,139.78350589447265,60,afternoon,"Awards: Selected for Tabelog yakitori EAST ""Tabelog 100"" 2025 Selected for Tabelog yakitori EAST ""Tabelog 100"" 2025 受賞・選出歴 閉じる 百名店 選出歴 焼き鳥 百名店 2025 選出店 食べロ.... Specializes in Yakitori (Grilled chicken skewers), Chicken dishes, Izakaya (Japanese style tavern).",https://tabelog.com/en/tokyo/A1302/A130204/13304051/,2025-12-22T21:57:49.456209
c33d482e731d,Yakitori shira,restaurant,Izakaya,Umegaoka Sta.,4,unknown,Izakaya,Izakaya|Popular|Highly Rated,35.65520775869651,139.6532747442009,60,afternoon,"Awards: Selected for Tabelog yakitori EAST ""Tabelog 100"" 2025 Selected for Tabelog yakitori EAST ""Tabelog 100"" 2025 Selected for Tabelog Yakitori EAST ""Tab.... Specializes in Yakitori (Grilled chicken skewers), Izakaya (Japanese style tavern), Wine bar.",https://tabelog.com/en/tokyo/A1318/A131812/13193012/,2025-12-22T21:57:51.412797
d721be03d494,Topca Kanda Honten,restaurant,Izakaya,Awajicho Sta.,2,unknown,Izakaya,Izakaya|Popular|Highly Rated,35.696291108707335,139.7691897245346,60,afternoon,"Awards: Selected for Tabelog Curry TOKYO ""Tabelog 100"" 2024 Selected for Tabelog Curry TOKYO ""Tabelog 100"" 2024 Selected for Tabelog Curry TOKYO ""Tabelog 1.... Specializes in Curry, Indian curry, Izakaya (Japanese style tavern).",https://tabelog.com/en/tokyo/A1310/A131002/13000377/,2025-12-22T21:57:54.275791
68ee8a1f471b,Bon.nu,restaurant,Sweets,Sangubashi Sta.,4,unknown,Sweets,Sweets|Popular|Highly Rated,35.68126233788669,139.69128588327564,60,afternoon,"The ultimate flavor experience driven by a sincere passion for gourmet cuisine. Enjoy a striking dish crafted simply without any unnecessary additions. Kei Kurusu, a culinary king who has experienced various dishes as a food connoisseur, has poured all his passion for food into the grand opening of ""Bonyu."" In a warm and inviting space, you can enjoy...Read more dishes that maximize the pure flavors of ingredients, such as bisque made with only lobster, water, and salt, extracted in a short time. The transparent and delicious essence that highlights the charm of the ingredients will leave a lasting impression on the hearts of the guests.",https://tabelog.com/en/tokyo/A1304/A130401/13184186/,2025-12-22T21:58:08.227170
b3006cfd469e,Yama,restaurant,Sweets,Shirokanedai Sta.,4,unknown,Sweets,Sweets|Popular|Highly Rated,35.64385681309074,139.72287486744005,60,afternoon,Specializes in Sweets.,https://tabelog.com/en/tokyo/A1316/A131602/13279936/,2025-12-22T21:58:11.011252
30af97c02018,Okashiya Ucchi,restaurant,Sweets,Kita Sando Sta.,4,unknown,Sweets,Sweets|Popular|Highly Rated,35.67744530869985,139.70810625438705,60,afternoon,"Awards: Selected for Tabelog Sweets TOKYO ""Tabelog 100"" 2023 Selected for Tabelog Sweets TOKYO ""Tabelog 100"" 2023 Selected for Tabelog Sweets TOKYO ""Tabelo.... Specializes in Cake, Sweets (Western style).",https://tabelog.com/en/tokyo/A1309/A130901/13238644/,2025-12-22T21:58:12.872315
f7466ef314ef,souka,restaurant,Sweets,Hiro o Sta.,4,unknown,Sweets,Sweets|Popular|Highly Rated,35.65809755871708,139.72361562418078,60,afternoon,Specializes in Sweets.,https://tabelog.com/en/tokyo/A1307/A130703/13297330/,2025-12-22T21:58:14.477133
009b22d6e68e,Haruka Murooka,restaurant,Sweets,Nogizaka Sta.,4,unknown,Sweets,Sweets|Popular|Highly Rated,35.667171638711665,139.72472898427165,60,afternoon,Specializes in Sweets.,https://tabelog.com/en/tokyo/A1307/A130701/13295424/,2025-12-22T21:58:16.620611
db40b5a6e78c,Takiya Tempura,restaurant,Tempura,Azabu Juban Sta.,4,unknown,Tempura,Tempura|Popular|Highly Rated,35.65560183791684,139.73477658298594,60,afternoon,Awards: The Tabelog Award 2025 Silver winner The Tabelog Award 2025 Silver winner The Tabelog Award 2024 Gold winner The Tabelog Award 2024 Gold winner The.... Specializes in Tempura.,https://tabelog.com/en/tokyo/A1307/A130702/13185763/,2025-12-22T21:58:28.386891
